Device_ID,Device_Type,BS_position,No_of_sensors,Threshold_distance,Energy_consumed_by_amplifier_long_distance,Initial_energy,Cluster_radius,Energy_consumed_by_electronics_circuit,Energy_consumed_by_amplifier_short_distance,Simulation_time,Secondary_model_parameter_value,Bandwidth,Data_packet_size,Message_size,ICMP_IPV4_TYPE,ICMP_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,ATTACK,LABEL,DATASET
Device_124,Gateway,9.98,118,116.55,0.004525909399854154,1.314,35.71,0.004694489827439201,0.0008237330906786841,2093,0.171,90,1453,2679,8,8,34393,1,71386,200,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_125,Sensor,723.44,305,53.4,0.009347192218836411,2.933,28.54,0.0004689710133178639,0.000749687629603633,4625,1.221,478,215,802,0,0,34239,2,54298,200,Normal,0,NF-BoT-IoT-v2
Device_126,Camera,535.66,15,166.22,0.008556781395360752,2.526,76.08,0.0026311479155442844,0.0005062342874413764,8748,8.752,652,200,1193,0,8,54701,2,20059,150,Normal,0,NF-BoT-IoT-v2
Device_127,Router,836.12,47,66.16,0.0011137660980326998,2.575,62.2,0.0005013361622649941,0.0006760648465473068,9743,5.384,112,1616,719,8,8,61096,15,288,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_128,Camera,821.39,178,144.02,0.001402099716468529,2.612,58.68,0.0019577465596625487,0.00019371828425097034,303,5.982,907,139,2656,0,8,17730,2,10350,226,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_129,Router,843.33,365,107.51,0.006794767934471098,4.467,19.18,0.0009593938700279923,0.0006710859861228172,4313,8.438,950,224,3764,8,0,9306,2,44955,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_130,Router,485.09,292,121.32,0.0023846070608055077,4.184,21.72,0.0032822482706347154,1.789640566807761e-05,6023,0.601,977,883,2282,3,8,13,5,36331,425,Brute_Force,1,NF-ToN-IoT-v2
Device_131,Gateway,333.63,212,44.13,0.007931195782416337,3.333,31.77,0.003813379504577999,0.0008348837087076911,6465,3.932,394,1269,2416,8,8,25747,5,45944,150,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_132,Router,791.56,334,149.65,0.005954445609030896,3.724,24.65,0.0013119817121385298,0.0005211247319189541,5092,6.467,887,1415,2445,0,0,34594,5,13436,150,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_133,Camera,451.29,322,45.84,0.002375322224560165,0.693,97.29,0.003593147030358455,0.000944439667093486,6306,4.106,240,1150,3153,0,8,28118,1,48444,331,DoS,1,NF-ToN-IoT-v2
Device_134,Router,183.44,282,31.56,0.004838999295057853,3.848,6.77,0.0022894127954977304,0.00048338262464955406,7601,0.418,272,1598,3883,8,0,24984,5,62173,150,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_135,Gateway,854.97,253,113.87,0.004120155294433631,2.688,64.48,0.0014895421489064435,0.0004387564095030777,7559,6.544,143,1211,2511,8,0,29055,5,61127,150,Data_Exfiltration,1,NF-ToN-IoT-v2
Device_136,Gateway,882.56,336,144.77,0.008744277655975106,1.93,54.17,0.002664668176564999,0.00045555228427383593,2292,3.975,954,1579,3303,8,8,21891,28,5719,226,Normal,0,NF-BoT-IoT-v2
Device_137,Camera,466.31,484,19.51,0.0004184085022727977,1.129,35.71,0.0019602857047227315,0.00036613133407254313,5149,0.29,719,303,3074,8,8,36920,5,65213,150,Brute_Force,1,NF-BoT-IoT-v2
Device_138,Actuator,75.7,56,23.19,0.008968854515621221,0.838,89.32,0.001226981647320709,0.0001750083330042274,2809,1.788,119,1792,938,11,0,2561,1,31224,226,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_139,Actuator,387.83,258,162.51,0.00655561856050946,0.702,68.67,0.0038085395010369226,0.0008436420996760506,9474,2.254,596,1218,3069,11,8,11841,28,34672,425,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_140,Router,803.54,88,163.72,0.00740162805672895,1.228,99.84,0.004007868329782984,0.00039519455368071187,2928,5.155,900,587,2969,3,0,43352,1,66522,226,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_141,Sensor,901.77,119,56.61,0.000125813887587074,0.636,21.02,0.004021529979699517,0.00053381734390697,9250,1.945,992,1891,398,11,8,34670,1,81738,150,Normal,0,NF-ToN-IoT-v2
Device_142,Router,203.47,22,126.89,0.006319570396968601,3.797,13.35,0.001972499700574903,2.9688047298802066e-05,4174,3.677,251,937,1955,0,0,11350,28,37287,226,DDoS,1,NF-BoT-IoT-v2
Device_143,Camera,66.97,404,94.2,0.005926013020739159,1.619,18.24,0.0009306894119059272,6.965133398685908e-05,6050,7.532,278,769,1242,11,8,41364,28,54445,200,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_144,Camera,877.35,389,130.21,0.005418335008224369,2.159,30.58,0.004218015279386644,0.0006012113971830661,168,8.096,163,796,2863,11,0,61684,28,54204,200,Data_Exfiltration,1,NF-ToN-IoT-v2
Device_145,Camera,389.4,374,173.95,0.007880081881388262,4.202,44.59,0.0017133929947824454,0.0008804358016884728,1737,7.975,654,776,693,0,0,40684,28,2087,226,Port_Scan,1,NF-ToN-IoT-v2
Device_146,Camera,541.76,99,25.17,0.005603123854325403,1.016,86.95,0.003765527331034895,0.0004984618697458137,5763,6.981,350,802,2487,11,0,54872,1,81436,530,Data_Exfiltration,1,NF-BoT-IoT-v2
Device_147,Camera,968.07,351,157.82,0.008585262176642591,4.26,31.94,0.004105507749116162,0.00017332483479901267,8493,5.464,31,830,1982,8,8,50010,28,18791,425,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_148,Gateway,66.56,357,103.68,0.00240305171545542,3.378,91.95,0.0038639472382535132,0.0001249660412223092,8557,5.551,458,1235,144,11,0,14387,2,77097,425,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_149,Actuator,648.32,289,117.18,0.008079227630819828,2.039,48.98,0.0020100495503849575,0.0009007901213789947,6351,9.539,838,1278,973,11,8,32458,5,82479,200,Botnet,1,NF-BoT-IoT-v2
Device_150,Camera,74.11,230,134.25,0.001875196450965577,1.03,66.47,0.004696281960287425,0.0007046214754751045,3225,8.791,91,147,513,11,8,42957,5,60369,331,DoS,1,NF-BoT-IoT-v2
Device_151,Sensor,375.47,82,185.3,0.0081498661404929,0.912,30.12,0.0033347958423349403,0.0009665335989663427,7194,6.533,128,992,3134,8,0,16592,2,76548,425,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_152,Sensor,803.81,243,20.78,0.009410588836402821,2.01,19.82,0.002921156793174484,9.152513513046064e-05,7605,4.738,779,1060,3034,8,0,46965,1,58333,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_153,Sensor,433.47,269,15.6,0.0034233720088728027,1.132,87.6,0.003519754600167567,0.0009035867264731791,6433,7.318,548,804,1397,3,8,51342,1,16677,200,Normal,0,NF-BoT-IoT-v2
Device_154,Sensor,997.18,122,43.87,0.00534587450840387,1.705,15.4,0.00031916290400041137,0.0008471759894015478,338,0.721,970,97,1943,3,0,40877,5,66043,150,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_155,Gateway,559.06,55,197.43,0.006617457326939163,0.738,78.53,0.002013523366615326,0.0008942533310949122,5146,9.452,848,558,2043,8,0,56946,15,41345,200,Data_Exfiltration,1,NF-BoT-IoT-v2
Device_156,Sensor,321.16,283,145.86,0.0008867694919594967,3.178,60.19,0.004417964053846433,1.5705327041068153e-05,8117,5.521,792,480,743,0,8,1822,2,77088,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_157,Camera,220.11,52,126.78,0.004991399110220791,1.154,86.81,0.0008892905373289994,0.0007444844457219227,390,5.078,725,1204,2796,3,0,7741,2,29772,331,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_158,Router,350.52,217,18.94,0.003669791268223643,3.905,73.19,0.002130563173908015,0.0005534487330200226,6564,2.979,509,132,3490,11,8,545,5,24668,331,Port_Scan,1,NF-ToN-IoT-v2
Device_159,Sensor,372.53,426,177.03,0.00873731074938795,1.482,31.76,0.0020857151567426568,0.0005774476394208355,1908,0.134,936,2022,3459,11,0,58147,28,29637,425,DoS,1,NF-BoT-IoT-v2
Device_160,Gateway,68.71,358,164.42,0.008779127235212429,4.091,59.57,0.0018446043824448199,0.0004745099674792281,1054,0.706,745,1322,793,11,0,64120,15,36970,425,Normal,0,NF-ToN-IoT-v2
Device_161,Gateway,369.57,112,136.31,0.007037717441517645,1.354,6.24,0.0028555215114090017,0.0007452501485707371,7132,2.704,740,761,3363,0,8,1127,1,62102,200,Normal,0,NF-BoT-IoT-v2
Device_162,Sensor,464.24,133,74.43,0.006591672298465734,3.746,50.15,0.0049813704429699035,0.0009998408975716406,2030,5.461,881,585,3075,3,0,13355,1,83893,530,Data_Exfiltration,1,NF-ToN-IoT-v2
Device_163,Router,722.74,19,23.4,0.0073635157468309835,1.999,13.17,0.0013536593590544857,0.0007134329756814218,7089,0.927,810,97,2302,8,8,65214,1,18474,220,Normal,0,NF-ToN-IoT-v2
Device_164,Sensor,656.73,338,120.21,0.00372327031992779,3.124,45.75,0.003554289900617458,0.0006812699118789298,8575,9.723,237,1405,3873,8,0,55628,1,31139,150,Normal,0,NF-ToN-IoT-v2
Device_165,Gateway,708.77,196,146.74,0.004104740542831192,0.674,15.41,0.0038141754891007863,0.0006578933385232802,9098,4.169,983,1884,3084,0,0,53244,2,18128,220,DDoS,1,NF-ToN-IoT-v2
Device_166,Actuator,8.36,40,27.91,0.005581676756598183,2.729,95.77,0.002964042550430345,0.000698259553148884,7879,3.232,533,1883,1077,8,8,16630,2,14169,425,Normal,0,NF-ToN-IoT-v2
Device_167,Camera,217.67,165,130.42,0.009386478460908227,1.169,54.69,0.0005776308707157869,0.00034869134275652416,5230,5.299,608,1965,743,0,8,59921,28,85549,425,Normal,0,NF-BoT-IoT-v2
Device_168,Gateway,661.68,69,64.41,0.00726759875378367,2.688,91.76,0.0029046301369919565,0.00032701754622975455,6685,0.743,977,151,1384,8,8,57808,2,57841,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_169,Sensor,483.99,258,155.21,0.005554793520512612,1.136,7.12,0.004771975930795188,0.0007864945984878013,2776,8.519,51,276,2300,8,8,39212,28,60125,220,Data_Exfiltration,1,NF-ToN-IoT-v2
Device_170,Camera,5.31,396,112.53,0.0077270888474774745,2.467,65.58,0.0017760947075045,6.255713717943588e-05,3671,4.657,849,420,3328,0,8,619,28,86386,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_171,Sensor,804.49,383,34.52,0.0037718140911604083,0.998,34.16,0.0032344718192591983,0.0007616552608213501,3859,1.866,823,318,576,8,0,34726,1,85076,150,Normal,0,NF-ToN-IoT-v2
Device_172,Sensor,772.81,448,110.04,0.00733162034132927,1.49,46.02,0.004801048888883717,0.0008157031693178729,9910,1.701,469,1103,1096,3,8,27611,1,28090,226,DDoS,1,NF-BoT-IoT-v2
Device_173,Actuator,548.42,279,85.19,0.004165694857998734,3.178,87.94,0.00401015237805026,0.0005263819799904052,5221,3.673,892,831,650,8,8,39449,2,40299,226,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_174,Camera,66.46,451,44.27,0.0028686479294483622,4.895,98.1,0.00347270787551551,0.0009110466144588851,9100,5.776,388,856,911,11,8,26991,2,14553,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_175,Camera,766.52,226,169.89,0.006136268070470696,2.521,28.42,0.0048586295059647394,0.0004783565627757127,3886,4.227,62,1822,2972,0,8,9421,28,67309,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_176,Actuator,583.71,408,12.1,0.006900087840536827,3.592,95.08,0.000935856480964121,0.00018630580141488595,1041,6.008,343,449,3107,8,8,8548,5,27683,150,Normal,0,NF-BoT-IoT-v2
Device_177,Gateway,781.96,11,69.3,0.004647006255677686,2.927,70.43,0.003886469063649209,0.0003677846622196061,8331,7.084,153,1001,2254,3,8,35146,1,55939,226,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_178,Sensor,751.75,33,12.39,0.005698457240419465,2.743,95.38,0.0020934952598815892,0.0009068088308717754,1438,7.51,736,382,1914,8,8,65119,15,38330,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_179,Router,803.0,215,28.24,0.006971254141073973,0.791,58.42,0.0018661152696344708,0.0009938009054411433,4752,4.069,966,186,2598,8,0,52503,5,16693,150,Normal,0,NF-BoT-IoT-v2
Device_180,Sensor,518.01,329,66.45,0.0077003295104193445,1.149,96.27,0.0026512953205696057,0.0004276354273195886,1421,7.198,654,1393,2305,11,8,33652,1,23858,530,Data_Exfiltration,1,NF-ToN-IoT-v2
Device_181,Sensor,140.32,208,20.31,0.008966157642922455,4.474,89.78,0.0002653801880095452,0.00017517808013772128,1754,1.501,41,1316,2633,3,0,55737,1,64859,530,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_182,Gateway,671.16,365,123.36,0.003609987642016849,2.346,17.22,0.0016313951425489777,0.0002934659874317965,3168,5.18,486,1584,3568,8,0,29172,2,84980,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_183,Sensor,620.47,123,26.5,0.009519624803240676,3.264,34.53,0.0009144559231647183,0.0005577633790888243,4838,0.818,953,234,3274,8,0,9950,15,24952,200,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_184,Actuator,742.25,289,143.33,0.006409070120218567,2.877,28.09,0.0007795854071447932,0.0005763749590943751,6693,2.517,678,996,1117,11,0,13031,15,77970,200,Normal,0,NF-ToN-IoT-v2
Device_185,Actuator,169.88,164,20.0,0.007898248638719584,2.205,59.35,0.0017529684990984808,0.0006337588126266441,8686,5.874,702,1940,1366,0,8,60264,1,17810,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_186,Camera,194.98,174,21.27,0.00702771353046624,2.245,81.27,0.004031095354252476,0.0008369998388468215,891,7.43,809,471,853,0,8,9649,28,11603,425,Normal,0,NF-ToN-IoT-v2
Device_187,Router,890.41,495,68.01,0.0021351600809492257,3.0,77.14,0.0010854442324898367,0.0007141020101711474,6776,1.044,557,1221,4082,0,0,39111,15,12488,530,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_188,Sensor,749.98,231,180.35,0.0008072399917874004,1.135,74.04,0.002703937343718807,0.0002682318242374819,843,2.15,720,410,1129,11,8,16934,5,68339,331,Normal,0,NF-ToN-IoT-v2
Device_189,Sensor,908.23,100,131.86,0.007290235993779391,2.243,40.65,0.0037684153507722587,0.00040109362008904043,6624,9.92,382,1493,3363,0,0,8391,28,22437,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_190,Gateway,758.72,176,156.32,0.005159421411166308,2.511,18.27,0.0012807605210350811,0.0008414184179659734,6674,3.443,96,79,3932,3,0,25966,2,3764,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_191,Actuator,597.16,456,36.89,0.007051912347242414,4.933,25.01,0.004628596149203282,0.000637048843899654,293,2.912,912,260,2028,0,0,52894,1,10509,425,Brute_Force,1,NF-ToN-IoT-v2
Device_192,Router,654.13,216,168.48,0.004820743758763052,2.082,75.46,0.004345839726324857,0.00017475386776227627,7994,0.944,787,1780,1567,0,0,29010,1,11926,226,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_193,Camera,889.13,291,11.55,0.00319112175212339,3.401,19.02,0.0013307732374958287,0.0003322834160395154,4374,6.979,293,1783,480,8,0,50595,5,81652,200,DDoS,1,NF-BoT-IoT-v2
Device_194,Actuator,578.81,74,50.48,0.002921677301669726,1.118,26.18,0.00494922653009239,0.0007931800033065924,3997,5.132,235,1021,4070,3,8,53926,5,17221,200,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_195,Camera,632.39,385,127.06,0.007332268095612944,0.795,45.33,0.0033789383611635797,0.00018037318209014678,8509,1.66,341,2031,3336,11,8,15071,2,83750,331,Normal,0,NF-BoT-IoT-v2
Device_196,Gateway,156.48,13,81.3,0.0028401228065111695,4.422,11.85,0.0015018901833599618,0.0006941401461935717,3682,6.366,719,1872,1408,3,8,41236,2,49001,220,Normal,0,NF-ToN-IoT-v2
Device_197,Gateway,473.92,166,197.0,0.007175301022161668,3.788,25.21,0.003437083530997283,0.0005679011708692573,5183,5.305,957,712,3857,0,8,14102,15,41065,220,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_198,Sensor,716.4,258,15.76,0.0039012052505420476,1.929,19.23,0.003364616524976128,0.0001560001573371337,8229,5.693,538,1077,2801,8,8,16437,28,49917,425,DoS,1,NF-ToN-IoT-v2
Device_199,Router,270.94,266,199.73,0.007731894202756146,2.771,95.38,0.003070348761198212,0.0006919901347906271,5443,9.949,350,2008,2479,11,0,163,1,43875,530,Normal,0,NF-BoT-IoT-v2
Device_200,Camera,202.25,244,128.49,0.0015138182652484292,1.111,23.19,0.0035873109442845267,0.000150925480948618,7617,0.383,872,2017,2709,3,8,39566,15,22874,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_201,Actuator,313.83,315,116.15,0.0021293014377230207,3.682,86.87,0.0014147468828386762,0.0004044512233185844,7889,9.158,207,1330,2671,3,0,13697,2,80618,220,DoS,1,NF-ToN-IoT-v2
Device_202,Gateway,241.5,375,21.31,0.00689052489662962,0.816,15.91,0.004897028879388719,0.00031547432527927514,4003,8.435,960,1168,868,0,8,59467,5,53981,200,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_203,Sensor,214.91,479,61.93,0.0056462880899628,3.907,87.62,0.004303689210648275,0.000693109853160088,1885,4.212,491,1924,2829,0,0,19173,15,77382,200,Normal,0,NF-ToN-IoT-v2
Device_204,Sensor,424.85,404,185.69,0.0021183955919538322,2.961,61.95,0.0037541326278836724,0.0007845387330405858,8062,8.821,381,929,3989,11,0,16197,5,53443,530,Botnet,1,NF-ToN-IoT-v2
Device_205,Camera,907.84,83,77.31,0.009037987416095534,1.755,85.72,0.00022889446865592065,0.00017663341613635434,9474,6.521,141,1770,2016,0,0,29677,28,22895,226,Port_Scan,1,NF-ToN-IoT-v2
Device_206,Gateway,507.06,196,135.71,0.0028318470593851983,4.382,87.4,0.0029928883289280575,0.0008138767751729524,623,8.905,859,1600,1989,8,0,37285,5,46764,425,Normal,0,NF-BoT-IoT-v2
Device_207,Router,187.92,71,199.9,0.004268606842116975,4.937,61.66,0.0035617715418976644,1.7141915434612246e-05,3396,5.988,599,1000,2970,11,0,29248,1,36615,530,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_208,Gateway,76.97,346,59.98,0.002102650624538126,1.645,92.18,0.004285089152828627,0.0005347579618691077,7056,2.24,930,986,3461,0,0,9445,28,82363,331,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_209,Camera,696.16,173,119.46,0.0039414734215809915,4.128,60.62,0.004736169896765818,0.0005216210009759271,4579,5.805,891,1144,886,11,8,9521,5,21558,425,Normal,0,NF-BoT-IoT-v2
Device_210,Camera,382.8,65,142.32,0.004967302826103595,3.876,72.69,0.004587680189714587,0.0006275832164443015,7811,1.873,610,677,2027,3,8,9177,15,41761,200,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_211,Gateway,821.83,120,41.28,0.0030229458396778992,3.862,44.53,0.0020896201691651723,0.00024730352503132824,5785,1.494,23,42,1905,11,0,11380,1,32303,150,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_212,Camera,659.51,227,38.25,0.0077140273646451865,4.808,91.84,0.004492855821072369,1.9758261630899416e-05,6747,6.575,762,1082,373,3,0,38127,1,29333,425,Normal,0,NF-ToN-IoT-v2
Device_213,Gateway,796.24,249,96.7,0.003999936488597847,2.69,83.3,0.00010366916515286885,0.00046021528697998544,8660,9.48,364,487,766,11,8,48982,2,83475,150,Normal,0,NF-BoT-IoT-v2
Device_214,Actuator,271.95,30,83.3,0.007322148999591795,3.534,20.84,0.0018222285363881537,8.069214914567197e-05,7894,5.926,762,1996,1448,0,0,31225,2,85374,530,DDoS,1,NF-BoT-IoT-v2
Device_215,Gateway,692.36,150,145.7,0.0021500145363634094,4.207,59.76,0.0006580172392289289,0.0008932719479387996,5690,7.978,148,1086,2639,3,8,64256,15,28273,331,Port_Scan,1,NF-BoT-IoT-v2
Device_216,Gateway,264.06,274,23.21,0.0038326514182524694,2.658,90.2,0.004427031730245992,0.00018192966243228166,4483,1.767,566,634,2751,11,0,38420,2,31474,530,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_217,Camera,939.07,148,194.71,0.0001797770600657982,2.666,80.34,0.004647111336624568,0.000430980637823674,498,6.577,969,1502,3438,8,8,17464,5,29030,150,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_218,Camera,636.37,468,12.71,0.007610512080745747,1.934,96.44,0.001354441248936096,0.0004396603863379799,2251,7.356,954,1483,760,0,0,25234,2,51806,150,Brute_Force,1,NF-ToN-IoT-v2
Device_219,Sensor,324.51,79,124.25,0.006296277778871794,4.014,26.97,0.0018998211958147703,0.0005573360013598227,5530,0.512,827,1736,3777,11,8,37916,1,24300,331,Normal,0,NF-ToN-IoT-v2
Device_220,Sensor,269.51,394,116.9,0.008196450916712516,3.588,39.91,0.004921000335143753,0.0007847070252826933,3980,1.062,916,1614,3812,11,8,14769,15,54389,425,Normal,0,NF-ToN-IoT-v2
Device_221,Actuator,190.93,127,35.6,0.004610546802216862,2.53,53.18,0.0028737109722740423,0.0004774266690036918,226,7.838,551,996,668,3,8,35033,5,84953,200,Port_Scan,1,NF-ToN-IoT-v2
Device_222,Sensor,694.64,207,38.67,0.008017432372757108,2.387,27.1,0.0025355736327660337,3.549573454826838e-05,2187,4.456,505,622,3414,3,0,21025,1,76760,200,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_223,Gateway,218.72,214,160.61,0.006511067188282687,0.827,42.43,0.0025521335825812283,0.0007733993070633386,1870,4.115,846,545,3860,0,8,59378,1,65471,226,Normal,0,NF-BoT-IoT-v2
Device_224,Camera,595.3,223,178.64,0.0001357680320889628,0.529,56.07,0.0035113220784366347,9.135158147468259e-05,7125,9.212,218,430,2764,3,8,33616,28,68873,200,Normal,0,NF-BoT-IoT-v2
Device_225,Sensor,264.64,65,63.77,0.0026115735213762684,2.88,23.18,0.004777260870382868,0.0006451377593362756,8538,9.92,859,2046,1714,11,0,8657,2,86095,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_226,Sensor,661.97,296,93.21,0.004989524386841856,2.379,29.39,0.0018964499057866266,0.0008053952135653765,6025,7.667,482,1587,384,11,0,37429,5,41172,150,DDoS,1,NF-ToN-IoT-v2
Device_227,Actuator,814.94,479,77.45,0.006225004762148516,4.082,16.86,0.0009460239361303105,0.00028986327075623336,3418,7.947,989,418,3612,3,0,7711,15,15355,530,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_228,Actuator,778.03,302,23.78,0.0007493495601799078,2.942,72.77,0.0010065631715496532,0.00045461541686719095,2181,2.162,416,649,367,0,8,37367,15,18182,150,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_229,Gateway,760.85,184,137.91,0.007080291289019539,4.715,39.35,0.00019975928661604279,2.4192483763958462e-05,2157,2.003,937,1862,582,8,0,63875,15,37079,226,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_230,Camera,187.72,356,166.79,0.005481007366707873,1.383,25.93,0.002821511430984541,0.0008058364475939866,5387,9.809,749,1385,990,11,8,38429,28,41078,331,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_231,Actuator,88.38,379,67.93,0.005305215137501029,4.956,53.2,0.004652674372465209,0.000706228479021611,6003,6.981,325,1657,4094,11,8,25950,5,60436,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_232,Sensor,698.95,471,198.13,0.0029912510251693595,1.841,11.48,0.0035940767873568445,0.00023907352044396464,5435,6.898,836,169,1004,3,8,32657,1,16499,150,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_233,Camera,368.35,137,24.41,0.0059887486849567115,3.391,92.72,0.004965526180205107,0.0003963239358871314,3089,2.933,855,1735,3191,8,8,13636,28,3717,200,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_234,Camera,432.35,440,135.74,0.0003721796073545691,2.758,32.97,0.004556684296384733,0.0006983633367831002,7675,8.876,789,684,2303,11,8,38879,2,16011,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_235,Sensor,31.15,387,95.16,0.0007405332719894862,2.118,89.21,0.002510102599613078,0.0003645814906326946,5821,0.54,737,1780,2133,8,0,29212,1,32917,530,Normal,0,NF-BoT-IoT-v2
Device_236,Actuator,259.58,334,94.85,0.007365313863407132,1.127,52.27,0.0024840919648968706,0.0001707906278021228,7178,2.818,489,513,2942,8,0,5515,15,73845,530,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_237,Sensor,33.68,451,96.95,0.0032867242910862428,1.107,85.76,0.003178950426159984,0.0005233204735891291,439,1.883,408,331,143,11,0,59150,2,60501,530,Normal,0,NF-BoT-IoT-v2
Device_238,Camera,879.19,301,59.15,0.00353497404868239,3.702,28.47,0.0006435844272713242,0.0007263318945835754,2828,7.14,144,63,1371,8,0,59470,5,50093,200,Botnet,1,NF-BoT-IoT-v2
Device_239,Router,243.4,297,145.96,0.002163013512238873,2.199,21.65,0.0030776527782112213,0.00032760141193291644,1691,7.182,800,488,2539,8,0,31202,5,68931,150,Normal,0,NF-CSE-CIC-IDS2018-v2
